Catalyst ID,Formula,Bulk Material ID,Element,Adsorbate Smiles,Adsorbate IUPAC Formula,Adsorption Energy,h,k,l,Surface Shift
random1313272,Cu₄₈C₂O,mp-989695,Cu,*CCO,C2 O1,-1.176,2,-1,2.0,0.125
random2094135,Ag₈₁H₃NO,mp-989737,Ag,*OHNH2,N1 H3 O1,1.571,1,0,2.0,0.056
random596423,Cu₄₈C,mp-989695,Cu,*C,C1,0.967,1,1,1.0,0.062
random78951,Pt₃₆C,mp-126,Pt,*C,C1,1.08,1,0,0.0,0.25
random597097,HAu₈₀,mp-1008634,Au,*H,H1,0.153,2,-1,2.0,0.2
random633870,H₄Au₄₈C,mp-81,Au,*CH4,C1 H4,-2.809,1,1,0.0,0.125
random1279680,Ni₇₂HO,mp-10257,Ni,*OH,H1 O1,-0.496,2,1,1.0,0.0
random831286,Ni₉₆H₃C₂O,mp-1056486,Ni,*CHCHOH,C2 H3 O1,-2.75,1,1,0.0,0.125
random216866,HAu₄₈N,mp-1008634,Au,*NH,N1 H1,2.45,1,1,0.0,0.25
random848440,Ni₂₇HC,mp-1008728,Ni,*CCH2,C2 H2,-3.145,1,0,0.0,0.25
random1709935,Ag₁₀₈H₃(CO)₂,mp-989737,Ag,*COHCHOH,C2 H3 O2,-0.175,2,-1,2.0,0.028
random786656,Cu₇₂H₄C₂O,mp-989782,Cu,*CHOHCH2,C2 H4 O1,-2.837,2,1,0.0,0.167
random1304933,Cu₃₂HCO,mp-989782,Cu,*COCH2O,C2 H2 O2,-1.406,1,0,0.0,0.5
random2457005,HAu₃₀C,mp-81,Au,*CCH2,C2 H2,-0.963,2,2,1.0,0.05
random1778552,H₂Au₄₈C,mp-1008634,Au,*CH2,C1 H2,-0.329,1,1,1.0,0.0
random1250654,Cu₃₂HCO,mp-989782,Cu,*COHCOH,C2 H2 O2,1.288,2,0,1.0,0.0
random518000,HAu₄₈CO,mp-81,Au,*COCH2O,C2 H2 O2,0.041,2,1,1.0,0.062
random1144650,Ni₄₈H₄C₂O,mp-1094136,Ni,*COHCH3,C2 H4 O1,-5.405,2,2,1.0,0.019
random708348,HPt₇₂NO,mp-126,Pt,*ONH,N1 H1 O1,1.526,2,1,0.0,0.083
random1513434,Ag₅₄H₂N₂O,mp-989737,Ag,*ONNH2,N2 H2 O1,2.484,1,0,-2.0,0.222
random2027607,Cu₉₆H₃C₂O,mp-30,Cu,*CCH2OH,C2 H3 O1,-1.085,1,1,1.0,0.167
random576710,Ni₃₂NO₂,mp-1014111,Ni,*NO2NO2,N2 O4,8.714,2,0,1.0,0.5
random1893516,Cu₆₄H₂CO,mp-1010136,Cu,*CH2*O,C1 H2 O1,-0.444,2,1,1.0,0.125
random204059,Ag₄₈H₃C₂,mp-124,Ag,*CHCH2,C2 H3,-2.094,1,1,0.0,0.125
random525208,Ni₇₂H₃C₂,mp-10257,Ni,*CCH3,C2 H3,-3.681,2,1,1.0,0.167
random2108985,H₃(Au₃₆C)₂,mp-1008634,Au,*CCH3,C2 H3,-1.497,2,1,1.0,0.167
random771917,Cu₇₂H₂N,mp-989782,Cu,*NH2,N1 H2,-0.969,2,1,1.0,0.167
random1986000,Cu₇₂H₃C₂,mp-989695,Cu,*CCH3,C2 H3,-2.089,2,1,0.0,0.056
random2256323,Au₃₆NO₂,mp-1008634,Au,*NO2,N1 O2,4.446,2,0,1.0,0.0
random1405454,Ni₇₂H₂N₂O,mp-10257,Ni,*ONNH2,N2 H2 O1,0.483,2,1,0.0,0.167
random1033774,Cu₉₆H₂C₂O,mp-1120774,Cu,*CCHOH,C2 H2 O1,-1.021,1,0,1.0,0.291
random1805857,Cu₆₄H₃C₂,mp-1010136,Cu,*CHCH2,C2 H3,-2.648,2,1,1.0,0.125
random2297802,Ag₁₈N,mp-124,Ag,*N2,N2,-0.013,1,0,0.0,0.25
random609127,Ag₁₅C,mp-124,Ag,*C*C,C2,0.895,2,2,1.0,0.05
random1868588,H₂Au₄₈C₂O,mp-1008634,Au,*CHCHO,C2 H2 O1,-1.07,1,1,1.0,0.0
random1217411,H₄Au₇₂CO,mp-1008634,Au,*OHCH3,C1 H4 O1,-1.566,1,0,2.0,0.167
random514465,Cu₆₄H₃C₂,mp-1010136,Cu,*CHCH2,C2 H3,-2.328,2,1,1.0,0.125
random1866292,Cu₇₂H₃(CO)₂,mp-1120774,Cu,*CHOCHOH,C2 H3 O2,-1.927,2,-1,2.0,0.084
random1112076,Ag₉₆HN₂O,mp-124,Ag,*NONH,N2 H1 O1,3.029,2,1,1.0,0.063
random706958,Cu₄₈HN₂O,mp-989695,Cu,*NONH,N2 H1 O1,2.712,1,1,0.0,0.25
random555847,Ag₂₇C,mp-989737,Ag,*C*C,C2,0.471,1,0,-2.0,0.222
random457051,Cu₆₄O,mp-989695,Cu,*O,O1,0.918,0,0,1.0,0.125
random2072464,Ni₂₄HC,mp-10257,Ni,*CH*CH,C2 H2,-3.244,2,2,1.0,0.0
random549196,Cu₇₂H₆C₂O,mp-989695,Cu,*OHCH2CH3,C2 H6 O1,-3.963,2,1,0.0,0.056
random1780764,Cu₃₂H₂CO,mp-989782,Cu,*COHCH2OH,C2 H4 O2,-1.329,2,0,1.0,0.0
random1844343,Cu₇₂H₂C₂O,mp-30,Cu,CH2*CO,C2 H2 O1,-1.607,2,1,0.0,0.083
random758471,Ni₇₂H₃(CO)₂,mp-10257,Ni,*COHCHOH,C2 H3 O2,-2.317,2,1,0.0,0.0
random1568559,Cu₆₄N,mp-1010136,Cu,*N,N1,1.452,2,1,1.0,0.125
random1291893,Cu₆₄NO,mp-1010136,Cu,*NO,N1 O1,2.368,2,1,1.0,0.125
random731335,Ni₃₂H₄CO,mp-1094136,Ni,*OHCH3,C1 H4 O1,-3.126,1,0,1.0,0.0
random162757,Ag₃₀HCO,mp-124,Ag,*COH,C1 H1 O1,2.047,2,2,1.0,0.05
random187777,Ag₃₀H₃CO,mp-124,Ag,*OCH3,C1 H3 O1,-0.72,2,2,1.0,0.05
random1739731,Ni₃₆H₂CO,mp-1056486,Ni,*COHCH2OH,C2 H4 O2,-2.563,2,1,0.0,0.083
random1962010,Cu₇₂O,mp-30,Cu,*O,O1,1.491,2,1,0.0,0.083
random1937498,Ag₃₀H,mp-124,Ag,*H,H1,0.302,2,2,1.0,0.05
random519902,Ni₃₆H₃(CO)₂,mp-1094136,Ni,*CHOCHOH,C2 H3 O2,-4.521,2,1,1.0,0.0
random1396287,Cu₇₂H₃CO,mp-1010136,Cu,*CH2OH,C1 H3 O1,-0.422,2,0,1.0,0.083
random1543281,Cu₇₂H₆C₂O,mp-1010136,Cu,*OHCH2CH3,C2 H6 O1,-3.774,1,0,2.0,0.083
random724107,Cu₇₂H₅C₂,mp-989782,Cu,*CH2CH3,C2 H5,-3.527,2,1,1.0,0.0
random1641705,H₃Pt₇₂C₂O,mp-126,Pt,*CHCHOH,C2 H3 O1,-2.667,1,1,0.0,0.125
random879800,Ag₁₀₈NO₂,mp-989737,Ag,*NO2,N1 O2,3.626,1,1,1.0,0.083
random1636858,Cu₇₂C,mp-989695,Cu,*C,C1,0.69,2,1,0.0,0.056
random1596497,Cu₇₂H₄CO,mp-1120774,Cu,*OHCH3,C1 H4 O1,-1.814,2,-1,2.0,0.084
random1435092,Cu₃₆HCO,mp-1120774,Cu,*COCH2O,C2 H2 O2,-1.069,1,1,0.0,0.25
random953043,H₃Au₄₈CO,mp-1008634,Au,*CH2OH,C1 H3 O1,-0.77,2,2,1.0,0.0
random779040,Cu₄₈H₂CO,mp-1120774,Cu,*OCH2CHOH,C2 H4 O2,-0.938,1,0,0.0,0.167
random1513019,Au₇₂NO₂,mp-1008634,Au,*NO2,N1 O2,3.999,2,1,2.0,0.0
random1293993,Ag₈₁H₄(CO)₂,mp-989737,Ag,*OCH2CHOH,C2 H4 O2,-1.161,1,0,2.0,0.167
random251333,HAu₇₂,mp-1008634,Au,*H,H1,0.487,2,1,1.0,0.167
random1326537,Cu₆₄H₂C₂O,mp-989782,Cu,*CCHOH,C2 H2 O1,-1.001,1,0,0.0,0.5
random1023092,H₃Au₇₂C₂O,mp-1008634,Au,*COCH3,C2 H3 O1,-2.527,2,1,0.0,0.167
random1589327,Ni₇₂NO,mp-10257,Ni,*NO,N1 O1,1.504,2,1,0.0,0.167
random1224507,Cu₉₆N,mp-30,Cu,*N,N1,1.4,1,1,0.0,0.125
random865483,Ni₂₄NO₂,mp-1094136,Ni,*NO2,N1 O2,2.522,2,-1,2.0,0.0
random1818813,Ag₅₄C,mp-989737,Ag,*C,C1,2.775,1,0,-2.0,0.222
random2215878,H₃Pt₇₂CO,mp-126,Pt,*CH2OH,C1 H3 O1,-1.199,1,1,0.0,0.125
random2234636,Ni₃₂N₂O,mp-1014111,Ni,*N*NO,N2 O1,2.293,1,0,0.0,0.0
random629219,Ni₂₄HC₂O,mp-1094136,Ni,*CCHO,C2 H1 O1,-2.392,2,-1,2.0,0.0
random2264892,Cu₇₂H(CO)₂,mp-30,Cu,*COCHO,C2 H1 O2,-0.744,2,1,0.0,0.083
random1880483,Ni₃₆HCO,mp-1014111,Ni,*COH,C1 H1 O1,-1.152,2,1,2.0,0.0
random2147590,H₃Au₇₂C,mp-1008634,Au,*CH3,C1 H3,-1.403,2,1,0.0,0.0
random2253999,Cu₉₆H₆C₂N₂O,mp-30,Cu,*ONN(CH3)2,C2 N2 H6 O1,-0.914,1,1,0.0,0.125
random811305,Ag₅₄C,mp-989737,Ag,*C*C,C2,0.458,2,-1,2.0,0.028
random2338662,Cu₇₂O,mp-989782,Cu,*O,O1,0.699,2,1,1.0,0.0
random1535750,Cu₇₂O,mp-989695,Cu,*O,O1,1.251,2,1,0.0,0.167
random1849753,Ni₄₈H₃CO,mp-10257,Ni,*OCH3,C1 H3 O1,-1.287,1,1,1.0,0.0
random480368,H₆Au₄₈C₂O,mp-1008634,Au,*OHCH2CH3,C2 H6 O1,-3.522,1,1,0.0,0.25
random1598354,Cu₆₄H₄C,mp-989695,Cu,*CH4,C1 H4,-2.829,1,0,1.0,0.458
random2109828,Au₄₈C₂O,mp-1008634,Au,*CCO,C2 O1,-0.373,1,1,1.0,0.0
random695830,Ni₆₄H₂O,mp-10257,Ni,*OH2,H2 O1,-0.666,1,0,0.0,0.0
random2268609,Ag₃₆NO,mp-124,Ag,*NO,N1 O1,3.071,1,0,0.0,0.25
random1691095,Cu₆₄C,mp-989695,Cu,*C,C1,1.394,1,0,0.0,0.167
random781698,Ni₇₂H(CO)₂,mp-10257,Ni,*COCHO,C2 H1 O2,-2.199,2,1,1.0,0.0
random611979,Ag₉₆H₅C₂O,mp-124,Ag,*CHOHCH3,C2 H5 O1,-2.159,2,1,1.0,0.063
random892896,Ag₈₁HC₂,mp-989737,Ag,*CCH,C2 H1,-0.53,1,0,2.0,0.056
random2255874,Ni₄₈H₄CO,mp-10257,Ni,*OHCH3,C1 H4 O1,-2.007,1,1,1.0,0.0
random1650432,Ni₆₄H₃C₂O,mp-10257,Ni,*CHCHOH,C2 H3 O1,-2.628,2,0,1.0,0.75
random1115789,Ag₃₀H₂C₂O,mp-124,Ag,*CHCHO,C2 H2 O1,-0.789,2,2,1.0,0.05
random2075725,Cu₈₀H₃C₂O,mp-1010136,Cu,*CCH2OH,C2 H3 O1,-1.318,2,2,1.0,0.05
random1808787,Cu₄₈H₄C₂O,mp-989782,Cu,*OCHCH3,C2 H4 O1,-2.953,2,2,1.0,0.0
random1123573,HAu₃₆CO,mp-1008634,Au,*COHCHO,C2 H2 O2,-0.283,2,1,2.0,0.0
random2001902,Cu₇₂H₆C₂N₂O,mp-1010136,Cu,*ONN(CH3)2,C2 N2 H6 O1,-1.479,2,1,0.0,0.083
random1345519,Ni₂₄H,mp-1094136,Ni,*H,H1,-0.254,1,1,1.0,0.0
random1618653,Ni₂₄H₄C₂O,mp-1094136,Ni,*CHCH2OH,C2 H4 O1,-4.223,1,1,0.0,0.25
random1977535,Ni₆₄N₂O,mp-10257,Ni,*N*NO,N2 O1,-0.044,1,0,1.0,0.0
random1860854,Ni₁₂HC,mp-1014111,Ni,*CH*CH,C2 H2,-1.037,1,1,0.0,0.25
random1167709,Cu₉₆H₅C₂O,mp-30,Cu,*CH2CH2OH,C2 H5 O1,-2.827,1,1,0.0,0.125
random1329618,Ni₇₂H₄C₂O,mp-10257,Ni,*OCHCH3,C2 H4 O1,-3.029,2,1,1.0,0.167
random2277072,HAu₇₂N₂O,mp-1008634,Au,*NONH,N2 H1 O1,3.276,1,0,2.0,0.167
random2146656,Cu₆₄H₂C₂O,mp-989695,Cu,*CCHOH,C2 H2 O1,-1.024,1,0,2.0,0.083
random2173678,Ni₉₆HC₂,mp-1056486,Ni,*CCH,C2 H1,-3.337,1,1,0.0,0.125
random160446,Au₄₈C,mp-81,Au,*C,C1,1.981,1,1,0.0,0.125
random468951,Cu₆₄H₂CO,mp-989695,Cu,*OCH2CHOH,C2 H4 O2,-0.384,2,0,1.0,0.146
random872909,Cu₇₂H₂C₂O,mp-989782,Cu,*CCHOH,C2 H2 O1,-0.952,2,1,0.0,0.0
random1519483,Cu₄₈H₄C,mp-989782,Cu,*CH4,C1 H4,-2.793,1,1,0.0,0.25
random1688419,Cu₇₂H₂C₂O,mp-1120774,Cu,*CHCHO,C2 H2 O1,-1.535,1,1,1.0,0.0
random1185418,Cu₇₂H₃N,mp-989782,Cu,*NH3,N1 H3,-0.901,2,1,1.0,0.0
random1130903,Ni₉₆H,mp-1056486,Ni,*H,H1,-0.351,1,1,0.0,0.125
random759182,Cu₈₀H₄C₂O,mp-1010136,Cu,*CHCH2OH,C2 H4 O1,-1.64,2,2,1.0,0.05
random1871447,H₆Au₈₀C₂N₂O,mp-1008634,Au,*ONN(CH3)2,C2 N2 H6 O1,-1.375,2,-1,2.0,0.2
random768190,Cu₄₈CN,mp-989782,Cu,*CN,C1 N1,-0.374,1,1,0.0,0.25
random580184,Cu₄₈N,mp-989782,Cu,*N,N1,1.33,2,2,1.0,0.0
random1286697,Ni₉₆H₂O,mp-10257,Ni,*OH2,H2 O1,-0.11,1,0,2.0,0.0
random746639,Ag₈₁(HC)₂,mp-989737,Ag,*CH*CH,C2 H2,-0.488,1,0,2.0,0.056
random2004210,Ni₂₄H₃C,mp-1014111,Ni,*CH3,C1 H3,-2.393,2,-1,2.0,0.25
random548036,Au₃₆C,mp-1008634,Au,*C,C1,1.623,2,0,1.0,0.0
random2106266,H(Pt₁₈C)₂,mp-126,Pt,*CCH,C2 H1,-1.09,1,0,0.0,0.25
random1534600,Ni₆₄H₄C₂O,mp-23,Ni,*COHCH3,C2 H4 O1,-2.95,1,0,0.0,0.25
random1226394,Cu₆₄H₃C₂O,mp-1010136,Cu,*CCH2OH,C2 H3 O1,-0.942,2,1,1.0,0.125
random921493,Ni₇₂H₂CO,mp-10257,Ni,*CH2*O,C1 H2 O1,-1.518,2,1,0.0,0.0
random767556,Cu₃₂H₄CN,mp-1010136,Cu,*NH2N(CH3)2,C2 N2 H8,-3.957,2,1,1.0,0.125
random1405928,Ag₅₄H₂C,mp-989737,Ag,*CH2,C1 H2,0.172,1,0,1.0,0.111
random858234,Cu₉₆HC₂O,mp-30,Cu,*CCHO,C2 H1 O1,-1.059,1,1,0.0,0.125
random905962,Ni₇₂H₃CO,mp-23,Ni,*OCH3,C1 H3 O1,-1.476,2,1,0.0,0.083
random592487,Ag₁₀₈H₅(CO)₂,mp-989737,Ag,*CHOHCH2OH,C2 H5 O2,-1.301,2,1,1.0,0.037
random1145542,Cu₄₈HC,mp-989695,Cu,*CH,C1 H1,0.133,1,1,0.0,0.25
random1269028,Ni₆₄C,mp-10257,Ni,*C,C1,-0.765,2,0,1.0,0.0
random1965623,Ni₇₂H₃CO,mp-10257,Ni,*OCH3,C1 H3 O1,-1.274,2,1,0.0,0.0
random2293330,Cu₁₂₈C,mp-989695,Cu,*C,C1,0.957,2,0,1.0,0.146
random1393656,Ag₃₆C₂O,mp-124,Ag,*CCO,C2 O1,-0.644,1,0,0.0,0.25
random172338,Cu₂₇C,mp-1010136,Cu,*C*C,C2,-0.906,1,0,0.0,0.25
random2017714,Ni₇₂H₅(CO)₂,mp-10257,Ni,*CHOHCH2OH,C2 H5 O2,-2.449,2,1,0.0,0.167
random2280205,Au₆₀NO,mp-81,Au,*NO,N1 O1,2.985,2,2,1.0,0.05
random1662382,H₄Au₆₀C₂O,mp-81,Au,*COHCH3,C2 H4 O1,-1.399,2,2,1.0,0.05
random1990836,Cu₆₄H₅C₂O,mp-989782,Cu,*OCH2CH3,C2 H5 O1,-3.98,2,0,1.0,0.0
random565489,Cu₉₆H₄CN₂O,mp-1120774,Cu,*OHNNCH3,C1 N2 H4 O1,-0.344,1,0,1.0,0.126
random2333148,Ni₄₈H₄C₂O,mp-10257,Ni,*OCHCH3,C2 H4 O1,-3.221,1,1,1.0,0.0
random1273182,Cu₇₂H,mp-989695,Cu,*H,H1,0.107,2,1,0.0,0.056
random1832697,H₃Pt₇₂C₂O,mp-126,Pt,*COCH3,C2 H3 O1,-3.158,2,1,0.0,0.083
random1506156,Cu₈₀H₅C₂O,mp-989782,Cu,*CH2CH2OH,C2 H5 O1,-2.298,2,-1,2.0,0.0
random1971593,Ag₄₈HCO,mp-124,Ag,*COHCHO,C2 H2 O2,0.257,2,1,1.0,0.063
random1999417,H(Pt₃₀C)₂,mp-126,Pt,*CCH,C2 H1,-1.446,2,2,1.0,0.05
random2077329,Cu₉₆HC₂,mp-30,Cu,*CCH,C2 H1,5.864,1,1,1.0,0.167
random2301368,H₃Au₃₆CO,mp-1008634,Au,*OCH3,C1 H3 O1,-0.287,1,0,0.0,0.0
random1299676,Ni₆₄H₃NO,mp-23,Ni,*OHNH2,N1 H3 O1,-1.497,1,0,0.0,0.25
random633387,Ni₆₄NO₂,mp-10257,Ni,*NO2,N1 O2,3.55,1,0,0.0,0.0
random1583767,Cu₉₆H₂C,mp-1120774,Cu,*CH2,C1 H2,-0.782,1,0,1.0,0.126
random656419,H₂Au₃₆CO,mp-1008634,Au,*COHCH2OH,C2 H4 O2,-0.872,2,1,1.0,0.0
random1894373,Ni₆₄H₄C,mp-10257,Ni,*CH4,C1 H4,-2.809,1,0,1.0,0.0
random1755431,Ni₅₄C,mp-1008728,Ni,*C,C1,-1.232,1,0,0.0,0.25
random1230457,Cu₇₂C₂O,mp-989782,Cu,*CCO,C2 O1,-1.534,2,1,0.0,0.0
random1465797,Ni₃₂NO₂,mp-1094136,Ni,*NO2NO2,N2 O4,8.732,2,0,1.0,0.0
random1438478,H₃Au₃₆CO,mp-1008634,Au,*OCH3,C1 H3 O1,-0.902,2,0,1.0,0.0
random883442,Ag₉₆HC₂O,mp-124,Ag,*CCHO,C2 H1 O1,0.574,2,1,1.0,0.063
random1959667,Ni₃₂N,mp-10257,Ni,*N2,N2,-0.603,2,0,1.0,0.0
random1241934,Cu₁₀₈N₂O,mp-1120774,Cu,*N*NO,N2 O1,2.695,2,1,2.0,0.001
random1651355,Ni₃₂H₃C₂O,mp-1014111,Ni,*CHCHOH,C2 H3 O1,-2.97,1,0,1.0,0.5
random512208,Cu₄₈HN,mp-989782,Cu,*NH,N1 H1,0.252,1,1,0.0,0.25
random1943406,Pt₇₂NO₃,mp-126,Pt,*NO3,N1 O3,5.142,1,1,0.0,0.125
random1801144,Cu₃₆H₂CO,mp-989782,Cu,*CHOHCHOH,C2 H4 O2,-1.965,2,1,1.0,0.167
random678354,Cu₈₀H₄CN₂O,mp-1010136,Cu,*OHNNCH3,C1 N2 H4 O1,-0.227,2,2,1.0,0.05
random2336584,Ni₃₂HCO,mp-23,Ni,*COHCOH,C2 H2 O2,-2.397,1,0,0.0,0.25
random1977622,Ag₅₄H₄C₂O,mp-989737,Ag,*CHCH2OH,C2 H4 O1,-0.604,2,1,-2.0,0.074
random1777453,Ni₄₈H₅C₂O,mp-10257,Ni,*CHOHCH3,C2 H5 O1,-3.774,1,1,1.0,0.0
random1024107,Ag₁₀₈H₃C₂,mp-989737,Ag,*CCH3,C2 H3,-0.764,1,1,1.0,0.028
random762730,Ag₅₄C,mp-989737,Ag,*C,C1,2.742,2,0,-1.0,0.25
random788469,H₂Pt₃₆N,mp-126,Pt,*NH2,N1 H2,-0.192,1,0,0.0,0.25
random107475,HAu₆₀N,mp-81,Au,*NH,N1 H1,2.272,2,2,1.0,0.05
random638075,Ni₆₄CN,mp-10257,Ni,*CN,C1 N1,-0.775,1,0,0.0,0.0
random1497713,Ag₉₆H₃C₂,mp-124,Ag,*CHCH2,C2 H3,-1.646,2,1,1.0,0.063
